Number,Subsidy_Contract_Number,Star_Level,Star_Level_Cat,Star_Effective_Date,Facility_Name,Address,City,Zip,Phone,Capacity
K820040751,54889,,2,4/1/2016,"THOMAS, DEMETRES CHILD CARE HOME",1217 CHICAGO STREET,MUSKOGEE,74401,(918) 537-2188,12
K820046069,57974,,2,10/1/2008,"MCCLAIN, LINDA KAY CHILD CARE HOME",2736 ARLINE,MUSKOGEE,74401,(918) 683-4618,7
K820046353,58093,,2,12/1/2007,"WILSON, SHERI LYNN CHILD CARE HOME",2403 BOSTON,MUSKOGEE,74401,(918) 683-1384,7
K830025237,28855,,2,5/1/2013,KIDCO CHILD CARE AND DEVELOPMENT CENTER,501 N. YORK,MUSKOGEE,74403,(918) 577-6944,20
K830024735,28606,,2,7/1/2010,SHAWNEE EARLY HEAD START,2719 OLD SHAWNEE RD,MUSKOGEE,74403,(918) 682-5437,32
K830021454,26258,,2,1/1/2002,JACK AND JILL LEARNING CENTER,2701 KEETOOWAH TRAIL,MUSKOGEE,74403,(918) 683-4116,60
K830021995,26838,,2,6/1/2003,EASTSIDE HEAD START,3900 EUFAULA,MUSKOGEE,74403,(918) 683-9245,60
K830023023,27394,,2,2/1/2003,"MIMS ENTERPRISES INC., DBA WILKERSONS CCC, EAST",810 E. OKMULGEE,MUSKOGEE,74403,(918) 687-4594,120
K830023921,28031,,2,5/1/2006,"OAK TREE ACADEMY, LLC",131 N ANTHONY,MUSKOGEE,74403,(918) 682-1200,80
K820012633,14699,,2,1/1/2002,"STRICKLAND, BARBARA ANN CHILD CARE HOME",3601 SALLIE BROWN RD,MUSKOGEE,74403,(918) 683-4965,7
K820014917,15827,,2,9/1/2003,"TAYLOR, MAURICIA DAWN CHILD CARE HOME",1523 E BROADWAY,MUSKOGEE,74403,(918) 841-9590,7
K820034476,51386,,2,3/1/2004,"CARRIER, LUETA DARLENE CHILD CARE HOME",1130 HAMILTON,MUSKOGEE,74403,(918) 683-6202,7
K820035056,51719,,2,4/1/2006,"ALEXANDER, JACQUELINE LYNN CHILD CARE HOME",806 CROMWELL AVENUE,MUSKOGEE,74403,(918) 577-0756,7
K820039047,54035,,2,4/1/2006,"TOLLISON, VERNA I. CHILD CARE HOME",1813 ROBISON,MUSKOGEE,74403,(918) 686-6050,7
K820039373,54082,,2,3/1/2006,"BOLDING, YAVONNA SUE WRIGHT CHILD CARE HOME",313 NORTH DAVID LANE,MUSKOGEE,74403,(918) 687-1432,7
K820045932,57913,,2,5/1/2006,"BROWN, CHRISTE KAY CHILD CARE HOME",1507 IRVING,MUSKOGEE,74403,(918) 686-0167,7
K830009516,25352,,2,11/1/2003,PRECIOUS LITTLE ANGELS,"800 SOUTH ""D""",MUSKOGEE,74403,(918) 686-7400,60
K830052947,29079,,2,2/1/2016,BUILDING BLOCKS LEARNING CENTER EAST,1712 E. HWY 152,MUSTANG,73064,(405) 745-7757,96
K830053468,29140,,2,11/1/2016,THE LEARNING TREE CHILD DEVELOPMENT CENTER INC,301 S SARA RD,MUSTANG,73064,(405) 256-0888,88
K830025203,28818,,2,11/1/2012,OPEN HEARTS DAYSCHOOL,126 W HWY 152,MUSTANG,73064,(405) 256-0210,79
K830024515,28371,,2,12/1/2008,BRIDGE KIDS LEARNING CENTER,1120 W STATE HWY 152,MUSTANG,73064,(405) 256-0647,160
K830021080,26018,,2,7/1/2003,LITTLE BRONCOS KIDS KLUB,714 S. MUSTANG RD,MUSTANG,73064,(405) 376-1876,119
K830023912,28020,,2,4/1/2006,BUILDING BLOCKS LEARNING CENTER,728 W. SH 152,MUSTANG,73064,(405) 376-0300,120
K830053385,29133,,2,9/7/2016,HERE WE GROW YUKON,500 N FINANCIAL SUITE A,MUSTNG,73064,(405) 241-5588,45
K820048616,58668,,2,12/1/2012,"GOODSON, TAMMY CHILD CARE HOME",21120 SE 149TH,NEWALLA,74857,(405) 308-7083,12
K830023562,27829,,2,3/1/2006,KIDS USA,18200 SE 111TH,NEWALLA,74857,(405) 386-7753,45
K830025105,28768,,2,5/1/2012,B.P. KIDS AND LESLIE CHILDCARE,3609 DEL REX DRIVE,NEWCASTLE,73065,(405) 387-4136,90
K830024648,28455,,2,9/1/2009,PROMISE LEARNING ACADEMY,417 S MAIN,NEWCASTLE,73065,(405) 387-4242,58
K830003356,21589,,2,12/1/2004,FREEWILL BAPTIST DCC,3133 NW 24TH STREET,NEWCASTLE,73065,(405) 392-4733,99
K830052494,29101,,2,5/24/2016,LITTLE LADYBUGS DAYCARE LLC,1748 HIGHWAY 19,NINNEKAH,73067,(405) 785-9909,21
K830023239,27918,,2,1/1/2004,NOBLE HEAD START,204 N MAIN ST,NOBLE,73068,(405) 872-1713,20
K830051668,28924,,2,1/1/2014,"FUSION LEARNING & DEVELOPMENT CENTER, LLC",508 E CHERRY ST,NOBLE,73068,(405) 872-8099,90
K820049695,58982,,2,3/1/2011,"LYNN, REGINA CHILD CARE HOME",314 N FRONT ST,NOBLE,73068,(405) 872-8023,12
K820036318,52513,,2,8/1/2005,"WILLIAMSON, NICOLE CHILD CARE HOME",901 SUSAN,NOBLE,73068,(405) 306-0161,12
K820042922,56492,,2,8/1/2005,"ADAMS, KIM CHILD CARE HOME",7250 HIGH MEADOW,NOBLE,73068,(405) 205-8868,12
K830022216,26914,,2,1/1/2004,KIDZ KONNECTION,100 W POST OAK,NOBLE,73068,(405) 872-7400,80
K830007378,23707,,2,8/1/2004,LITTLE AXE DAY CARE CENTER,2000 NE 168 AVE,NORMAN,73026,(405) 579-2965,71
K830023240,27781,,2,1/1/2004,LITTLE AXE HEAD START,1000 168TH,NORMAN,73026,(405) 579-2352,19
K830025176,28807,,2,10/1/2012,STEPPING STONES EARLY LEARNING,901 N. PETERS,NORMAN,73069,(405) 808-3770,47
K820047556,58395,,2,9/2/2016,"JAMES, KIZZY CHILD CARE HOME",1717 CAMELOT DR.,NORMAN,73069,(405) 758-2053,12
K830024414,28309,,2,7/1/2008,KID'S CHOICE II,1198 N. FLOOD,NORMAN,73069,(405) 321-5197,45
K830024753,28545,,2,6/1/2010,COMMUNITY AFTER SCHOOL PROGRAM,1023 N. FLOOD,NORMAN,73069,(405) 366-5970,60
K830024835,28601,,2,11/1/2010,LIFESPRING LEARNING CENTER,600 W. TECUMSEH ROAD,NORMAN,73069,(405) 329-5439,75
K820012878,13614,,2,2/1/2003,"BRAY, TANA CHILD CARE HOME",5868 N BLUE LAKES DR,NORMAN,73069,(405) 801-2067,12
K830022285,26905,,2,6/1/2003,HERE I GROW,801 N. PETERS,NORMAN,73069,(405) 321-0736,100
K830022963,27360,,2,9/1/2004,LITTLE HANDS DAY SCHOOL,925 N FLOOD,NORMAN,73069,(405) 292-0444,56
K830004322,22253,,2,10/1/2016,KINDERCARE #974,1205 WEST BOYD,NORMAN,73069,(405) 360-6658,120
K830023936,28021,,2,5/1/2006,KID'S CHOICE,2432 N PORTER,NORMAN,73071,(405) 364-6116,75
K820053075,,,2,7/28/2016,LORAINE DUNN CHILD CARE HOME,1609 BRIARCREEK,NORMAN,73071,(405) 366-7687,7
K830052987,29083,,2,3/1/2016,"OVER THE RAINBOW LEARNING CENTER, INC.",1512 ALAMEDA,NORMAN,73071,(405) 329-1032,27
K820051128,59257,,2,5/1/2013,"AL-BASIR, TAQIYAH DBA IQRA LEARNING CENTER CHILD CARE HOME",1916 FROST LN,NORMAN,73071,(405) 701-5161,12
K830001049,20054,,2,1/1/2002,MIDDLE EARTH CHILD DEVELOPMENT CENTER,151 12TH AVE SE,NORMAN,73071,(405) 329-8660,120
K820048065,,,2,10/1/2008,CZYPINSKI KARI CHILD CARE HOME,424 CASTRO,NORMAN,73071,(405) 364-5790,7
K820048771,58713,,2,9/1/2011,"KAMAU, LUCY CHILD CARE HOME",1701 CHAMBLEE DR,NORMAN,73071,(405) 921-0864,12
K820042032,55754,,2,2/1/2005,"RAYFORD, TAMELA CHILD CARE HOME",1822 ROLLINGSTONE DR,NORMAN,73071,(405) 364-3238,12
K820042859,56333,,2,9/1/2003,"DEBOSE, DEANNA CHILD CARE HOME",2617 HOLLOW TREE TER,NORMAN,73071,(405) 535-8195,12
K830020846,25907,,2,12/1/2003,"JUST ""4"" KIDS",2605 E. LINDSEY,NORMAN,73071,(405) 360-8899,34
K830023967,28059,,2,8/1/2006,OUR HOUSE LEARNING CENTER INC,1343 E. LINDSEY ST,NORMAN,73071,(405) 314-1999,87
K820053115,59507,,2,5/1/2016,ERICA HINES DBA LITTLE SOONER'S CHILDCARE LLC CHILD CARE HOME,709 NIGHT HAWK DR.,NORMAN,73072,(405) 294-0097,12
K830025224,28830,,2,1/1/2013,A-Z LEARNING TREE LLC,100 LENAPE DRIVE,NOWATA,74048,(918) 273-2602,60
K830006719,23988,,2,12/1/2002,KID KOUNTRY DCC,1204 W. SENECA,NOWATA,74048,(918) 273-1701,43
K830009783,,,2,4/1/2005,WAUHILLAU HEAD START,200 WAUHILLAU CT,NOWATA,74048,(918) 273-0623,30
K830020695,25833,,2,11/1/2004,SMALL WORLD,590 N. OCHELATA ST.,OCHELATA,74051,(918) 535-2434,45
K820050698,59215,,2,9/1/2015,"CASEY, STEFANIE CHILD CARE HOME","802 S. ""A"" AVENUE",OILTON,74052,(918) 862-1082,12
K820052788,59503,,2,3/3/2016,"DUENAS, MARIA CHILD CARE HOME",2645 SW 26TH ST.,OKC,73108,(703) 459-0511,7
K830052854,29059,,2,11/1/2015,"RAINBOW CONNECTION CHILD CARE AND LEARNING CENTER, LLC",231 SW 59TH,OKC,73109,(405) 227-6367,75
K830052530,29040,,2,8/1/2015,"GOLDEN BEARS ACADEMY AND CHILD DEVELOPMENT CENTER, LLC",1700 N. JORDAN AVE,OKC,73111,(405) 601-7447,45
K830053485,29149,,2,12/6/2016,FOREVER YOUNG CHILD DEVELOPMENT CENTER AND PRESCHOOL,1300 W. BRITTON RD.,OKC,73114,(405) 843-9172,57
K830053193,29116,,2,8/1/2016,BEAUTIFUL JOURNEY,6009 NW EXPRESSWAY,OKC,73132,(405) 603-4567,102
K830022697,27215,,2,5/1/2005,TINY TOWN DAYCARE,2616 SW 74TH,OKC,73159,(405) 682-2122,112
K830022113,26853,,2,3/1/2005,CREEK NATION CHILD DEVELOPME,120 HYTCE,OKEMAH,74859,(918) 623-0994,30
K820047030,58269,,2,6/1/2007,"GARCIA, ROBIN CHILD CARE HOME",9236 SUTTON PLACE,OKKLAHOMA CITY,73132,(405) 816-8808,12
K830024260,28227,,2,11/1/2007,FIRST KIDS LEARNING CENTER,131 NW 4TH STREET,OKLAHOMA CITY,73102,(405) 239-6496,75
K830023096,27474,,2,6/1/2004,YMCA SCHOOL AGE SUMMER CAMP,1 NW 4TH,OKLAHOMA CITY,73102,(405) 297-7705,100
K830005251,23129,,2,1/1/2002,EMERSONS LITTLE WONDERS CDC,715 N WALKER,OKLAHOMA CITY,73102,(405) 231-2016,60
K830053014,29105,,2,6/8/2016,"ROBERSON, MARQUITA DBA SWEET DREAMS CHILD DEVELOPMENT",624 NE 3RD ST.,OKLAHOMA CITY,73104,(405) 763-5822,25
K830000613,23665,,2,8/1/2003,KIDDIE VILLAGE HEAD START,801 NE 2,OKLAHOMA CITY,73104,(405) 235-9833,120
K820047252,58545,,2,10/1/2010,"MCKNIGHT, HOMALETTA CHILD CARE HOME",315 NE 15TH,OKLAHOMA CITY,73104,(405) 236-4994,12
K830053126,29130,,2,8/25/2016,RISING HIGH TINY TOTS,4030 N. LINCOLN BLVD.,OKLAHOMA CITY,73105,(405) 702-1505,23
K830025014,28710,,2,10/1/2011,MOMMIE AND I CHILD CARE AND LEARNING CENTER,4913 N LINCOLN BLVD,OKLAHOMA CITY,73105,(405) 524-0034,56
K820050958,,,2,1/1/2013,"JACKSON, CAROLYN CHILD CARE HOME",812 NE 35TH,OKLAHOMA CITY,73105,(405) 326-4395,12
K830025231,28845,,2,5/1/2013,FUTURE MINDS II CHILD DEVELOPMENT CENTER LLC,941 NE 67TH ST.,OKLAHOMA CITY,73105,(405) 753-4521,49
K830051733,28934,,2,2/1/2014,SESAME ST. LEARNING ACADEMY,45 N.E. 50TH,OKLAHOMA CITY,73105,(405) 424-5674,30
K830051749,28941,,2,3/1/2014,SWEET SMILES LEARNING ACADEMY,726 CULBERTSON DR.,OKLAHOMA CITY,73105,(405) 702-0555,44
K830024394,28336,,2,7/1/2008,"CANDILAND CHILD DEVELOPMENT, LLC",950 EAST HILL,OKLAHOMA CITY,73105,(405) 427-1877,40
K830024524,28376,,2,1/1/2009,LCSI-DOVE SCIENCE ACADEMY,4901 N. LINCOLN,OKLAHOMA CITY,73105,(405) 236-2069,30
K830024849,28611,,2,1/1/2011,KIDZ BIZ INC,945 NE 21ST,OKLAHOMA CITY,73105,(405) 604-5927,53
K830024892,28650,,2,8/1/2011,WONDERFULLY MADE LEARNING CENTER LLC,908 NE 30TH,OKLAHOMA CITY,73105,(405) 601-6454,30
K820038292,53761,,2,5/1/2006,"SMITH, LENORA CHILD CARE HOME",213 NE 61,OKLAHOMA CITY,73105,(405) 848-5821,7
K820041273,55224,,2,12/1/2005,"DAVIS, COREY CHILD CARE HOME",908 NE 27TH,OKLAHOMA CITY,73105,(405) 427-1525,12
K820043456,56703,,2,8/1/2013,"FAILS, TERRI CHILD CARE HOME",829 NE 29,OKLAHOMA CITY,73105,(405) 427-7945,12
K830025110,28770,,2,5/1/2012,TRINITY CHILD DEVELOPMENT CENTER,1322 NW 24TH,OKLAHOMA CITY,73106,(405) 525-6937,145
K830052673,29050,,2,9/1/2015,CITY RESCUE MISSION CHILD DEVELOPMENT CENTER,800 W. CALIFORNIA AVENUE,OKLAHOMA CITY,73106,(405) 232-2709,60
K830003625,21788,,2,5/1/2005,BEULAH'S DAY CARE CENTER,908 NW 23RD,OKLAHOMA CITY,73106,(405) 235-5064,20
K830003985,22036,,2,1/1/2002,APPLE TREE DAY CARE,1221 N.W. 29TH,OKLAHOMA CITY,73106,(405) 524-8352,88
K830005465,23742,,2,11/1/2002,FIRST START CHLDRN'S CTR.INC,1014 W PARK PLACE,OKLAHOMA CITY,73106,(405) 232-1998,44
K830020418,25633,,2,5/1/2004,FIRST PRESBYTERIAN SPARK PRG,1001 NW 25TH STREET,OKLAHOMA CITY,73106,(405) 525-0018,60
K830025116,28782,,2,7/1/2012,LITTLE HEARTS CHILD DEVELOPMENT CENTER,3921 NW 10TH,OKLAHOMA CITY,73107,(405) 948-4028,45
K830051504,28894,,2,11/1/2013,KIDS CORNER CHILD CARE CENTER,2604 N. MAY AVENUE,OKLAHOMA CITY,73107,(405) 946-2633,99
K820051590,59357,,2,1/1/2014,"HENDERSON, PAMELA CHILD CARE HOME",3824 NW 23RD ST,OKLAHOMA CITY,73107,(405) 361-4881,12
K820051843,59375,,2,9/1/2015,"HARDEMAN, CORRINA CHILD CARE HOME",3741 NW 28TH ST.,OKLAHOMA CITY,73107,(405) 606-2725,12
K830052342,28996,,2,2/1/2015,KIDS 1ST SCHOOL AGE PROGRAM,3525 NW 23RD ST.,OKLAHOMA CITY,73107,(405) 951-5922,84
K830052344,28997,,2,2/1/2015,KIDS 1ST OKC CHILD CARE CENTER,4457 NW 19TH ST.,OKLAHOMA CITY,73107,(405) 942-4303,44
K830052538,29030,,2,6/1/2015,WEE KIDS CHILD DEVELOPMENT CENTER LLC,2101 NW 16TH ST,OKLAHOMA CITY,73107,(405) 313-3521,30
K830052573,29044,,2,9/1/2015,TRANSFORMATION LEARNING CENTER,4213 NW 23RD ST.,OKLAHOMA CITY,73107,(405) 947-8521,60
K820047172,58370,,2,10/1/2008,"HODGES, JESSLYN CHILD CARE HOME",1420 N. PENN,OKLAHOMA CITY,73107,(405) 524-1615,12
K820047605,54632,,2,3/1/2008,"BENFORD, ALFRENETTE CHILD CARE HOME",3109 NW 29TH ST.,OKLAHOMA CITY,73107,(405) 606-6175,12
K830021749,26451,,2,1/1/2002,KIDS 1ST,4425 NW 22ND,OKLAHOMA CITY,73107,(405) 947-5437,71
K820037953,53379,,2,4/1/2004,"SMITH, ANGELA DELORIS CHILD CARE HOME",3833 NW 20TH,OKLAHOMA CITY,73107,(405) 948-0045,12
K820044397,57242,,2,9/1/2004,"CASTILLO-REY, MARYANN CHILD CARE HOME",3509 NW 16TH,OKLAHOMA CITY,73107,(405) 535-3306,12
K820045136,57550,,2,5/1/2013,"JONES, KELLY CHILD CARE HOME",4321 NW 16TH STREET,OKLAHOMA CITY,73107,(405) 962-9097,12
K820050565,59195,,2,8/1/2012,"MOLINA, PATRICIA CHILD CARE HOME",2240 SW 21ST,OKLAHOMA CITY,73108,(405) 636-4032,12
K830023868,27991,,2,3/1/2007,KIDS OF FAITH PLACE,800 S. PORTLAND,OKLAHOMA CITY,73108,(405) 301-2070,168
K830020523,20481,,2,12/1/2001,OAK GROVE HEAD START,3301 SW 17TH ST,OKLAHOMA CITY,73108,(405) 685-2277,93
K830052350,28995,,2,2/1/2015,KIDS 1ST SOUTH,5321 S. WESTERN,OKLAHOMA CITY,73109,(405) 632-3200,68
K820052975,59521,,2,4/27/2016,"CERVANTES, SOLEDAD CHILD CARE HOME",1109 SW 52ND ST.,OKLAHOMA CITY,73109,(405) 635-1635,12
K830053334,29119,,2,8/1/2016,GOODNIGHT MOON CHILD CARE,801 SW 59TH,OKLAHOMA CITY,73109,(405) 632-8497,70
K830053503,29141,,2,11/1/2016,LITTLE PEBBLES CHILD DEVELOPMENT LLC,318 SW 44TH ST.,OKLAHOMA CITY,73109,(405) 835-4035,24
K830000985,20443,,2,2/1/2003,SOUTHWEST CHILD DEV.CTR.,830 S.W. 31,OKLAHOMA CITY,73109,(405) 631-1466,93
K830005432,23608,,2,1/1/2002,LIDDLE KIDDLES CENTER,1205 SW 25,OKLAHOMA CITY,73109,(405) 632-6724,69
K820053061,59500,,2,4/1/2016,"MITCHELL, TYNELL DBA MOMMA BEARS CHILD CARE HOME LLC CHILD CARE HOME",1300 NE 50TH,OKLAHOMA CITY,73111,(405) 219-0457,12
K820053202,59543,,2,9/12/2016,"WASHINGTON, ATOYA CHILD CARE HOME",1427 NE 29TH ST.,OKLAHOMA CITY,73111,(405) 510-9506,7
K820053208,59562,,2,11/7/2016,"ERVIN, JACKULYN CHILD CARE HOME",1417 NE 39TH,OKLAHOMA CITY,73111,(405) 543-4480,7
K820051042,59258,,2,9/1/2015,"HOWARD, ASHLEY CHILD CARE HOME",2133 NE 20TH ST.,OKLAHOMA CITY,73111,(405) 317-9486,7
K830025255,28846,,2,4/1/2013,"CHAUNCEY CHER DENA'S PRESCHOOL & NURSERY, LLC",1643 NE 50TH,OKLAHOMA CITY,73111,(405) 424-4656,70
K830051243,28889,,2,9/1/2013,DAY OR NITE CHILD CARE AND LEARING CENTER,3421 N PROSPECT AVE,OKLAHOMA CITY,73111,(405) 604-6821,30
K820051367,59304,,2,10/1/2013,"MARTIN, LASHAWN DBA SISTERS WITH HEART, INC CHILD CARE HOME",2012 HARDIN DRIVE,OKLAHOMA CITY,73111,(405) 424-1796,12
K820051589,59335,,2,12/1/2013,"KHALID, EARNESTINE SHAKETTA DBA LIL DUMPLIN'S, LLC CHILD CARE HOME",1511 NE 42ND ST,OKLAHOMA CITY,73111,(405) 200-5137,11
K820051672,59370,,2,5/1/2014,"CADE, SHANITA DBA EARLY BIRDS CHILD DEVELOPMENT CENTER LLC CHILD CARE HOME",1008-10 NE 19TH,OKLAHOMA CITY,73111,(405) 835-0118,12
K820051714,59344,,2,1/1/2014,"SHAW, KAREN DBA BRIGHTER STEPS LLC CHILD CARE HOME",1928 N.E. 30TH,OKLAHOMA CITY,73111,(405) 885-0326,12
K820052080,59387,,2,9/1/2014,"SIMPSON, SHAIRON CHILD CARE HOME",2729 NE 18TH ST.,OKLAHOMA CITY,73111,(405) 424-0766,12
K820052571,59451,,2,6/1/2015,"JOHNSON, LASHELL CHILD CARE HOME",1824 NE24TH,OKLAHOMA CITY,73111,(405) 822-6984,12
K830052753,29069,,2,12/1/2015,TRANSFORMATION LEARNING CENTER II,1440 NE 50TH ST.,OKLAHOMA CITY,73111,(405) 427-8521,89
K820046052,58039,,2,7/1/2009,"ROBERTS, NAKIA CHILD CARE HOME",1405 NE 38TH,OKLAHOMA CITY,73111,(405) 427-0223,12
K820046664,55591,,2,8/1/2012,"ANDREWS, KATESSA CHILD CARE HOME",1608 NE 19TH,OKLAHOMA CITY,73111,(405) 427-0306,12
K830024438,28342,,2,10/1/2008,H.O.P.E. LEARNING CENTER LLC,2000 N. LOTTIE,OKLAHOMA CITY,73111,(405) 424-4585,20
K820048141,58585,,2,1/1/2009,"MARTIN, TAMIEKA DBA KID LOGIC L.L.C. CHILD CARE HOME",2305 E MADISON,OKLAHOMA CITY,73111,(405) 887-1515,12
K830024592,28437,,2,7/1/2011,URBAN LEAGUE OF GREATER OKC,3900 N MARTIN LUTHER KING AVE,OKLAHOMA CITY,73111,(405) 424-5243,60
K820049706,58925,,2,8/1/2011,"HANKINS, FELICIA DBA FELICIA'S HOME DAYCARE, LLC CHILD CARE HOME",5512 TIMBER LN,OKLAHOMA CITY,73111,(405) 427-0195,12
K830021652,26387,,2,1/1/2002,ROYAL HOST CHILD CARE CENTER,1618 N.E. 24,OKLAHOMA CITY,73111,(405) 427-8722,41
K830022983,27383,,2,5/1/2003,CHILDREN'S QUEST,2016 NE 18TH,OKLAHOMA CITY,73111,(405) 427-7380,50
K830023757,27896,,2,7/1/2005,AUNT LISA'S DAY CARE PHASE 2,1242 NE 34TH ST,OKLAHOMA CITY,73111,(405) 424-6700,35
K830023964,28049,,2,7/1/2006,MS. CHELL'S PLAYHOUSE,2008 NE GRAND BLVD,OKLAHOMA CITY,73111,(405) 427-9236,39
K820015716,16016,,2,9/1/2011,"MANN, CAROLYN CHILD CARE HOME",1516 NE 20TH ST,OKLAHOMA CITY,73111,(405) 424-6880,12
K820033950,51064,,2,7/1/2003,"STRIPLING, MELVA CHILD CARE HOME",1530 N. E. 44,OKLAHOMA CITY,73111,(405) 427-6608,12
K820040840,55048,,2,7/1/2005,"GAHL, SHEMEKA DBA GOD'S LITTLE ASSET'S CHILD CARE LLC CHILD CARE HOME",1741 NE 47TH,OKLAHOMA CITY,73111,(405) 424-5047,12
K830003912,21982,,2,1/1/2002,PLAYROOM ACADEMY,1111 N.E. 23RD.,OKLAHOMA CITY,73111,(405) 424-1034,91
K830005404,23484,,2,12/1/2004,ST JOHN CHRISTIAN HERITAGE,5700 N KELLEY,OKLAHOMA CITY,73111,(405) 478-8607,40
K820051356,59288,,2,8/1/2013,"ROGERS, NETTY DBA AUNTIE'S HOME CHILD CARE, INC. CHILD CARE HOME",2507 NW 48TH STREET,OKLAHOMA CITY,73112,(405) 948-6122,12
K820049428,58852,,2,7/1/2010,"AUNTIE'S HOME CHILD CARE, INC. CHILD CARE HOME",2537 NW 48TH,OKLAHOMA CITY,73112,(405) 605-5651,12
K820049908,59002,,2,5/1/2016,"BRAND, RACHEL CHILD CARE HOME",3143 NW 49TH STREET,OKLAHOMA CITY,73112,(405) 640-9884,12
K820044653,57384,,2,6/30/2016,"GHAMRAWI, LAILA CHILD CARE HOME",3537 NW 52,OKLAHOMA CITY,73112,(405) 532-6769,7
K830001296,28435,,2,6/1/2009,CHILDRENS WORLD-FUN & FIT,5500 N. INDEPENDENCE,OKLAHOMA CITY,73112,(405) 949-6888,185
K820053158,59548,,2,11/1/2016,"SCOTT, TAMARA DBA BB KIDZ LEARNING ACADEMY LLC CHILD CARE HOME",837 NW 109TH,OKLAHOMA CITY,73114,(405) 285-9951,7
K830053161,29109,,2,7/1/2016,TOUCH OF PURPLE LOVE CHILDCARE DEVELOPMENT CENTER,1200 NW 82ND ST.,OKLAHOMA CITY,73114,(405) 979-9136,34
K830053406,29136,,2,10/1/2016,LITTLE HEARTS,913 NW 92ND ST.,OKLAHOMA CITY,73114,(405) 879-4266,38
K830025121,28789,,2,7/1/2012,PAPA BEAR'S CHILD CARE CENTER,1300 NW 96TH,OKLAHOMA CITY,73114,(405) 752-2345,21
K820050792,59193,,2,10/1/2012,"DYKES, KENICA DBA KARING 4 KIDS HOME DAYCARE LLC CHILD CARE HOME",1233 NW 81ST STREET,OKLAHOMA CITY,73114,(405) 843-5625,12
K820050844,59214,,2,2/1/2014,"TILLIS, EVONNDA LACHELLE CHILD CARE HOME",808 NW 115TH,OKLAHOMA CITY,73114,(405) 505-5692,12
K820050866,59243,,2,8/1/2016,"ADJAYE, AYANA CHILD CARE HOME",637 NW 113TH ST,OKLAHOMA CITY,73114,(405) 514-2724,12
K820051271,50143,,2,8/1/2013,"RIVERS, MARCELLA CHILD CARE HOME",713 NW 109TH ST,OKLAHOMA CITY,73114,(405) 418-7561,12
K830051290,28869,,2,7/1/2013,TENDER CHILDCARE LLC,8116 N WESTERN,OKLAHOMA CITY,73114,(405) 810-9321,30
K820052670,59465,,2,9/1/2015,"POWELL, TARIA CHILD CARE HOME",10913 PENRITH LANE,OKLAHOMA CITY,73114,(405) 887-3163,12
K820046703,58293,,2,1/1/2010,"SMITH, TUNEICIA CHILD CARE HOME",1521 NW 102 ST,OKLAHOMA CITY,73114,(405) 751-6534,12
K830024220,28187,,2,8/1/2007,CARING HEARTS CDC,1144 W. BRITTON RD.,OKLAHOMA CITY,73114,(405) 767-2380,30
K820047560,,,2,4/1/2013,"WEAVER, YVONNE CHILD CARE HOME",313 NW 89TH,OKLAHOMA CITY,73114,(405) 608-0121,12
K830024377,28289,,2,5/1/2008,BRITTON NURSERY SCHOOL,1423 BRITTON RD,OKLAHOMA CITY,73114,(405) 842-1118,39
K820049494,58892,,2,9/1/2013,"TRYON, AMIE CHILD CARE HOME",11811 N FRANCES,OKLAHOMA CITY,73114,(405) 818-3068,7
K820050140,53564,,2,9/1/2011,"JACKSON, TAMMY CHILD CARE HOME",1304 NW 104 TERR,OKLAHOMA CITY,73114,(405) 607-1186,12
K820015957,17543,,2,7/1/2004,"JONES, GAIL DENISE CHILD CARE HOME",904 W. HEFNER,OKLAHOMA CITY,73114,(405) 639-0004,12
K820030423,18806,,2,1/1/2004,"PRICE, BELINDA CHILD CARE HOME",9209 N UNIVERSITY,OKLAHOMA CITY,73114,(405) 879-0818,12
K820030428,18859,,2,10/1/2006,"COFFEY, ANDREA CHILD CARE HOME",8 ALLENHURST,OKLAHOMA CITY,73114,(405) 751-9445,7
K820031299,19439,,2,1/1/2002,"WILLIAMS, ELIZABETH CHILD CARE HOME",717 NW 115TH,OKLAHOMA CITY,73114,(405) 763-8198,12
K820033185,50576,,2,1/1/2002,"CALDWELL, FHONDA CHILD CARE HOME",1204 NW 104TH,OKLAHOMA CITY,73114,(405) 748-4063,12
K820034211,51290,,2,6/1/2003,"STANFIELD, LISA CHILD CARE HOME",436 NW 87TH STREET,OKLAHOMA CITY,73114,(405) 410-6656,12
K820039140,54021,,2,7/1/2012,MOORE RONDA CHILD CARE HOME,4 BAINBRIDGE,OKLAHOMA CITY,73114,(405) 936-9710,12
K820043433,56663,,2,4/1/2013,"FLEEKS, KENYATTA CHILD CARE HOME",804 NW 116TH TERR,OKLAHOMA CITY,73114,(405) 286-0976,12
K820043502,56704,,2,3/1/2007,"WALKER, ANGELA CHILD CARE HOME",1412 NW 107TH ST,OKLAHOMA CITY,73114,(405) 286-1256,12
K820045362,57758,,2,2/1/2012,"GURLEY, ARNETTA CHILD CARE HOME",236 NW 88TH,OKLAHOMA CITY,73114,(405) 886-8602,7
K820045668,57784,,2,10/1/2007,"JAGGERS, THERESA CHILD CARE HOME",601 NW 115TH,OKLAHOMA CITY,73114,(405) 473-5321,12
K830021001,25974,,2,1/1/2002,A MOTHER'S TOUCH,819 W. HEFNER,OKLAHOMA CITY,73114,(405) 751-7857,43
